Facility_Name,Municipality,Confirmed_Resident_Cases,Confirmed_Staff_Cases,Confirmed_Resident_Deaths,Confirmed_Staff_Deaths,Reported_Date,County,Concluded_Date
CareOne at Ridgewood,Paramus,67,40,0,0,8/14/2023,Bergen,4/1/2024
Oakland Rehabilitation Center and Healthare Center,Oakland,9,3,0,0,8/10/2023,Bergen,11/8/2023
Sunrise of Woodcliff Lakes,Woodcliff Lake,22,3,0,0,8/8/2023,Bergen,11/8/2023
CareOne at the Cupola,Paramus,38,2,0,0,8/8/2023,Bergen,10/17/2023
Bristal at Woodcliff Lake §,Woodcliff Lake,3,0,0,0,8/8/2023,Bergen,9/11/2023
Sunrise of Old Tappan,Old Tappan,1,0,0,0,8/3/2023,Bergen,9/7/2023
Jewish Home at River Vale,River Vale,12,1,2,0,8/3/2023,Bergen,9/14/2023
Family of Caring at Ridgewood,Village of Ridgewood,21,2,1,0,8/3/2023,Bergen,9/13/2023
Allendale Nursing Home,Allendale,13,0,0,0,8/3/2023,Bergen,9/15/2023
Christian Center - Southgate,Wyckoff Twp,2,0,0,0,7/31/2023,Bergen,9/19/2023
The Bristal of Waldwick §,Waldwick,6,1,0,0,7/31/2023,Bergen,9/29/2023
Sunrise Assisted Living of Paramus,Paramus,14,6,0,0,7/31/2023,Bergen,9/12/2023
Allegro Harrington Park,Harrington Park,2,0,0,0,7/27/2023,Bergen,9/5/2023
Brightview Tenafly,Tenafly,27,7,0,0,7/26/2023,Bergen,9/6/2023
Brookdale Emerson,Emerson Boro,13,1,0,0,7/26/2023,Bergen,8/29/2023
Family of Caring at Tenafly (formerly County Manor Rehabilitation and Healthcare),Tenafly,27,5,2,0,7/17/2023,Bergen,10/10/2023
Woodcliff Lake Health & Rehab Center,Woodcliff Lake,6,1,0,0,7/17/2023,Bergen,8/25/2023
Emerson Health and Rehabilitation Center,Emerson Boro,10,0,1,0,7/14/2023,Bergen,8/25/2023
CareOne at Oradell,Oradell,1,0,1,0,7/11/2023,Bergen,8/14/2023
Paramus Veterans Memorial Home,Paramus,3,2,0,0,7/6/2023,Bergen,9/5/2023
Allendale Nursing Home,Allendale,1,0,1,0,7/6/2023,Bergen,7/17/2023
Family of Caring at Ridgewood,Village of Ridgewood,1,0,0,0,7/3/2023,Bergen,8/1/2023
Complete Care Regent,Hackensack,15,7,0,0,6/23/2023,Bergen,10/23/2023
Sunrise of Franklin Lakes,Franklin Lakes,9,3,0,0,6/22/2023,Bergen,10/23/2023
The Residence at Park Ridge (formerly Family of Caring Assisted Living),Park Ridge,7,2,1,0,6/19/2023,Bergen,7/27/2023
Christian Center - Heritage Manor West,Wyckoff Twp,16,0,0,0,6/8/2023,Bergen,8/2/2023
Jewish Home at Rockleigh,Rockleigh,24,22,0,0,6/6/2023,Bergen,11/14/2023
CareOne at Valley,Westwood,17,6,0,0,6/2/2023,Bergen,8/10/2023
CareOne at Wellington,Hackensack,35,7,0,0,5/31/2023,Bergen,8/4/2023
Oakland Rehabilitation Center and Healthare Center §,Oakland,1,0,1,0,5/31/2023,Bergen,6/30/2023
Dellridge Health and Rehabilitation Center,Paramus,24,7,0,0,5/30/2023,Bergen,9/5/2023
Christian Center - Longview,Wyckoff Twp,9,0,0,0,5/29/2023,Bergen,7/3/2023
Christian Center - Heritage Manor East,Wyckoff Twp,13,0,0,0,5/25/2023,Bergen,6/27/2023
Brandywine Assisted Living- Mahwah,Mahwah,1,3,0,0,5/15/2023,Bergen,6/15/2023
Christian Center - Southgate,Wyckoff Twp,1,0,0,0,5/10/2023,Bergen,6/7/2023
Alaris Health at the Chateau,Rochelle Park,11,4,0,0,5/3/2023,Bergen,6/21/2023
CareOne at Cresskill,Cresskill,9,1,0,0,5/3/2023,Bergen,7/5/2023
Sunrise of Franklin Lakes,Franklin Lakes,2,0,0,0,4/17/2023,Bergen,5/17/2023
Family of Caring at Ridgewood,Village of Ridgewood,20,0,0,0,4/14/2023,Bergen,5/31/2023
The Actors Fund Home,Englewood,1,0,0,0,4/14/2023,Bergen,5/12/2023
Alaris Health at the Chateau,Rochelle Park,1,0,0,0,3/31/2023,Bergen,4/24/2023
Arbor Terraces at Norwood (formerly Atria Norwood),Norwood,17,5,0,0,3/20/2023,Bergen,5/17/2023
CareOne at the Cupola,Paramus,7,0,0,0,3/20/2023,Bergen,4/25/2023
Sunrise of Franklin Lakes,Franklin Lakes,1,0,0,0,3/16/2023,Bergen,4/20/2023
Ridgewood Center,Village of Ridgewood,1,1,0,0,3/9/2023,Bergen,4/10/2023
Five Star Premier Residence of Teaneck,Teaneck,7,1,0,0,2/27/2023,Bergen,4/13/2023
The Residence at Park Ridge (formerly Family of Caring Assisted Living),Park Ridge,1,0,0,0,2/22/2023,Bergen,3/21/2023
Brighton Gardens of Saddle River,Saddle River,9,5,0,0,2/18/2023,Bergen,3/28/2023
Maple Glen Center - Genesis Healthcare,Fair Lawn,10,11,0,0,2/17/2023,Bergen,4/16/2023
Allendale Nursing Home,Allendale,4,0,0,0,2/14/2023,Bergen,3/17/2023
Jewish Home at Rockleigh,Rockleigh,43,10,5,0,2/14/2023,Bergen,4/3/2023
Sunrise of Old Tappan,Old Tappan,12,0,0,0,2/11/2023,Bergen,4/5/2023
Family of Caring at Tenafly (formerly County Manor Rehabilitation and Healthcare),Tenafly,7,7,1,0,1/20/2023,Bergen,2/9/2023
Christian Center - Heritage Manor East,Wyckoff Twp,3,0,1,0,1/19/2023,Bergen,2/27/2023
Five Star Premier Residence of Teaneck,Teaneck,1,0,0,0,1/10/2023,Bergen,2/9/2023
Brightside Manor at Teaneck,Teaneck,2,4,0,0,1/9/2023,Bergen,2/21/2023
Christian Center - Longview,Wyckoff Twp,8,0,0,0,1/7/2023,Bergen,2/8/2023
Sunrise of Old Tappan,Old Tappan,1,0,0,0,1/6/2023,Bergen,4/3/2023
Mill Gardens at Midland Park,Midland Park,5,1,0,0,1/4/2023,Bergen,2/13/2023
The Actors Fund Home (Assisted Living),Englewood,2,0,0,0,1/4/2023,Bergen,2/16/2023
Brightview Tenafly,Tenafly,3,4,0,0,12/31/2022,Bergen,3/9/2023
Brighton Gardens of Saddle River,Saddle River,1,4,0,0,12/29/2022,Bergen,2/7/2023
Family of Caring at Ridgewood,Village of Ridgewood,12,0,0,0,12/28/2022,Bergen,3/20/2023
Family of Caring Atrium Post Acute Care of Parkridge (formerly Spring Hills Atrium Post Acute Care Park Ridge),Park Ridge,17,7,0,0,12/28/2022,Bergen,3/17/2023
The Residence at Park Ridge (formerly Family of Caring Assisted Living),Park Ridge,21,6,0,0,12/27/2022,Bergen,2/7/2023
Emerson Health and Rehabilitation Center §,Emerson Boro,14,1,0,0,12/13/2022,Bergen,3/1/2023
The Actors Fund Home,Englewood,32,14,1,0,12/8/2022,Bergen,2/7/2023
Complete Care at Inglemoor (formerly Inglemoor Center),Englewood,22,17,0,0,12/7/2022,Bergen,3/13/2023
Mill Gardens at Midland Park,Midland Park,1,0,1,0,12/6/2022,Bergen,1/9/2023
Dellridge Health and Rehabilitation Center §,Paramus,24,15,0,0,12/6/2022,Bergen,2/27/2023
Sunrise of Cresskill,Cresskill,29,12,1,0,12/6/2022,Bergen,3/23/2023
Brightside Manor at Teaneck,Teaneck,1,0,0,0,12/5/2022,Bergen,1/3/2023
CareOne at Valley,Westwood,37,16,0,0,11/28/2022,Bergen,3/21/2023
Jewish Home at River Vale,River Vale,8,1,0,0,11/23/2022,Bergen,3/16/2023
Ridgewood Center §,Village of Ridgewood,24,3,0,0,11/21/2022,Bergen,2/8/2023
Brightview Paramus,Paramus,34,9,0,0,11/15/2022,Bergen,4/3/2023
Family of Caring Teaneck (formerly Teaneck Nursing Center),Teaneck,23,9,0,0,11/14/2022,Bergen,3/7/2023
Sunrise of Edgewater,Edgewater,28,2,0,0,11/10/2022,Bergen,3/1/2023
Sunrise of Woodcliff Lakes,Woodcliff Lake,9,16,0,0,11/9/2022,Bergen,3/7/2023
Sunrise of Franklin Lakes,Franklin Lakes,7,2,1,0,11/8/2022,Bergen,2/1/2023
Brightside Manor at Teaneck,Teaneck,4,0,0,0,11/7/2022,Bergen,12/7/2022
Brookdale Emerson,Emerson Boro,36,10,0,0,11/7/2022,Bergen,3/10/2023
Juniper Village at Paramus,Paramus,39,12,0,0,10/28/2022,Bergen,2/15/2023
Brandywine Assisted Living- Mahwah,Mahwah,16,4,0,0,10/28/2022,Bergen,2/15/2023
Christian Center - Southgate,Wyckoff Twp,14,3,0,0,10/24/2022,Bergen,1/17/2023
Buckingham at Norwood,Norwood,38,13,1,0,10/19/2022,Bergen,3/27/2023
Allegro Harrington Park,Harrington Park,15,18,0,0,10/18/2022,Bergen,4/16/2023
CareOne at Wellington,Hackensack,32,4,2,0,10/7/2022,Bergen,3/30/2023
Sunrise of Cresskill,Cresskill,1,4,0,0,10/5/2022,Bergen,10/28/2022
Family of Caring at Ridgewood,Village of Ridgewood,23,2,1,0,10/4/2022,Bergen,11/22/2022
Fox Trail Memory Care Center-Ramsey,Ramsey,5,2,0,0,10/4/2022,Bergen,11/2/2022
Atlas Healthcare at Maywood (formerly Maywood Center),Maywood,29,16,0,0,10/3/2022,Bergen,4/20/2023
Emerson Health and Rehabilitation Center,Emerson Boro,5,2,0,0,10/2/2022,Bergen,11/21/2022
Woodcliff Lake Health & Rehab Center §,Woodcliff Lake,60,18,2,0,9/28/2022,Bergen,7/5/2023
Christian Center - Heritage Manor West,Wyckoff Twp,38,4,0,0,9/28/2022,Bergen,3/23/2023
Arbor Terraces at Norwood (formerly Atria Norwood),Norwood,20,1,0,0,9/27/2022,Bergen,11/2/2022
Sunrise of Edgewater,Edgewater,1,0,0,0,9/27/2022,Bergen,11/2/2022
The Actors Fund Home,Englewood,12,4,2,0,9/27/2022,Bergen,11/9/2022
Oakland Rehabilitation Center and Healthare Center,Oakland,58,32,1,0,9/26/2022,Bergen,4/17/2023
Sunrise of Old Tappan,Old Tappan,3,1,0,0,9/21/2022,Bergen,11/1/2022
The Actors Fund Home (Assisted Living),Englewood,3,0,0,0,9/20/2022,Bergen,11/1/2022
Family of Caring Atrium Post Acute Care of Parkridge (formerly Spring Hills Atrium Post Acute Care Park Ridge),Park Ridge,35,6,0,0,9/20/2022,Bergen,12/19/2022
Brightview Tenafly,Tenafly,23,9,1,0,9/15/2022,Bergen,12/5/2022
Ridgewood Center,Village of Ridgewood,8,4,1,0,9/9/2022,Bergen,11/17/2022
Sunrise Assisted Living of Paramus,Paramus,18,3,1,0,9/8/2022,Bergen,11/9/2022
Christian Center - Longview,Wyckoff Twp,12,0,0,0,9/7/2022,Bergen,10/12/2022
Allendale Nursing Home,Allendale,27,2,2,0,9/3/2022,Bergen,12/5/2022
Brighton Gardens of Saddle River,Saddle River,20,11,0,0,9/1/2022,Bergen,12/19/2022
Family of Caring at Tenafly (formerly County Manor Rehabilitation and Healthcare),Tenafly,16,9,1,0,8/31/2022,Bergen,1/24/2023
Sunrise of Franklin Lakes,Franklin Lakes,10,1,0,0,8/29/2022,Bergen,11/14/2022
Christian Center - Heritage Manor West,Wyckoff Twp,1,0,0,0,8/18/2022,Bergen,9/14/2022
Christian Center - Heritage Manor East,Wyckoff Twp,44,1,2,0,8/18/2022,Bergen,1/17/2023
Brandywine Assisted Living- Mahwah,Mahwah,3,1,0,0,8/12/2022,Bergen,9/26/2022
Brookdale Emerson,Emerson Boro,11,3,0,0,8/11/2022,Bergen,10/27/2022
Family of Caring Atrium Post Acute Care of Parkridge (formerly Spring Hills Atrium Post Acute Care Park Ridge),Park Ridge,1,3,0,0,8/5/2022,Bergen,9/19/2022
Family of Caring Teaneck (formerly Teaneck Nursing Center),Teaneck,0,2,0,0,8/4/2022,Bergen,9/12/2022
Mill Gardens at Midland Park,Midland Park,0,2,0,0,8/1/2022,Bergen,9/2/2022
The Residence at Park Ridge (formerly Family of Caring Assisted Living),Park Ridge,8,2,0,0,7/29/2022,Bergen,9/16/2022
Atlas Healthcare at Maywood (formerly Maywood Center),Maywood,19,2,0,0,7/25/2022,Bergen,9/30/2022
Buckingham at Norwood §,Norwood,1,6,0,0,7/22/2022,Bergen,9/14/2022
Family of Caring at Ridgewood,Village of Ridgewood,4,5,0,0,7/19/2022,Bergen,8/22/2022
CareOne at Oradell,Oradell,81,44,0,0,7/18/2022,Bergen,4/27/2023
The Bristal of Waldwick,Waldwick,41,27,0,0,7/15/2022,Bergen,2/24/2023
Five Star Premier Residence of Teaneck,Teaneck,6,6,0,0,7/14/2022,Bergen,9/6/2022
CareOne at Wellington §,Hackensack,21,7,2,0,7/8/2022,Bergen,9/9/2022
Sunrise of Woodcliff Lakes,Woodcliff Lake,0,7,0,0,7/7/2022,Bergen,9/2/2022
The Actors Fund Home,Englewood,4,5,0,0,7/7/2022,Bergen,9/12/2022
Sunrise of Old Tappan,Old Tappan,3,1,0,0,7/6/2022,Bergen,8/17/2022
Complete Care at Inglemoor (formerly Inglemoor Center),Englewood,8,16,0,0,7/5/2022,Bergen,11/21/2022
Brightview Paramus,Paramus,33,13,0,0,6/27/2022,Bergen,10/26/2022
Family of Caring at Tenafly (formerly County Manor Rehabilitation and Healthcare),Tenafly,1,2,0,0,6/27/2022,Bergen,8/22/2022
Brightview Tenafly,Tenafly,17,5,0,0,6/27/2022,Bergen,8/15/2022
Dellridge Health and Rehabilitation Center,Paramus,36,21,1,0,6/27/2022,Bergen,12/5/2022
CareOne at Cresskill,Cresskill,52,18,3,0,6/23/2022,Bergen,4/13/2023
Brookdale Emerson,Emerson Boro,3,2,0,0,6/21/2022,Bergen,7/27/2022
Mill Gardens at Midland Park,Midland Park,3,0,0,0,6/20/2022,Bergen,8/5/2022
Christian Center - Heritage Manor West,Wyckoff Twp,3,0,0,0,6/10/2022,Bergen,8/11/2022
Ridgewood Center,Village of Ridgewood,19,3,0,0,6/7/2022,Bergen,8/8/2022
Emerson Health and Rehabilitation Center,Emerson Boro,13,2,2,0,6/5/2022,Bergen,7/18/2022
Brandywine Assisted Living- Mahwah,Mahwah,7,3,0,0,6/3/2022,Bergen,7/5/2022
Sunrise of Edgewater,Edgewater,1,1,0,0,6/3/2022,Bergen,7/5/2022
Juniper Village at Paramus,Paramus,13,3,0,0,5/31/2022,Bergen,9/4/2022
Fox Trail Memory Care Center-Ramsey,Ramsey,3,1,1,0,5/26/2022,Bergen,6/23/2022
Family of Caring Teaneck (formerly Teaneck Nursing Center),Teaneck,0,3,0,0,5/23/2022,Bergen,7/14/2022
The Bristal at Englewood,Englewood,92,56,0,0,5/23/2022,Bergen,3/7/2023
Harmony Village at CareOne Paramus,Paramus,60,53,0,0,5/20/2022,Bergen,2/15/2023
Allegro Harrington Park,Harrington Park,0,4,0,0,5/17/2022,Bergen,8/17/2022
Buckingham at Norwood §,Norwood,7,2,0,0,5/17/2022,Bergen,7/13/2022
Christian Center - Longview,Wyckoff Twp,3,0,0,0,5/15/2022,Bergen,6/17/2022
CareOne at New Milford,New Milford,93,65,1,0,5/12/2022,Bergen,5/1/2023
CareOne at Oradell,Oradell,2,5,0,0,5/11/2022,Bergen,6/23/2022
Allendale Nursing Home,Allendale,5,2,0,0,5/9/2022,Bergen,8/18/2022
Complete Care Regent,Hackensack,100,71,1,0,5/9/2022,Bergen,3/27/2023
Sunrise of Franklin Lakes,Franklin Lakes,4,7,0,0,5/8/2022,Bergen,8/18/2022
The Actors Fund Home (Assisted Living),Englewood,1,1,0,0,5/6/2022,Bergen,6/10/2022
Brighton Gardens of Saddle River,Saddle River,7,3,0,0,5/4/2022,Bergen,7/8/2022
Complete Care at Prospect Heights,Hackensack,16,46,0,0,5/4/2022,Bergen,3/7/2023
Ridgewood Center,Village of Ridgewood,1,0,0,0,5/4/2022,Bergen,6/3/2022
Alaris Health at the Chateau,Rochelle Park,53,60,0,0,5/4/2022,Bergen,3/24/2023
CareOne at Wellington,Hackensack,0,3,0,0,5/3/2022,Bergen,6/8/2022
Maple Glen Center - Genesis Healthcare,Fair Lawn,30,47,1,0,5/2/2022,Bergen,1/30/2023
Woodcliff Lake Health & Rehab Center,Woodcliff Lake,37,24,1,0,5/2/2022,Bergen,9/28/2022
The Bristal of Waldwick,Waldwick,1,1,0,0,5/2/2022,Bergen,6/3/2022
Sunrise of Old Tappan,Old Tappan,3,2,0,0,5/2/2022,Bergen,6/9/2022
Christian Center - Southgate,Wyckoff Twp,1,0,0,0,4/29/2022,Bergen,5/25/2022
Jewish Home at Rockleigh,Rockleigh,52,66,4,0,4/28/2022,Bergen,2/13/2023
Oakland Rehabilitation Center and Healthare Center,Oakland,5,21,0,0,4/28/2022,Bergen,9/26/2022
CareOne at Valley,Westwood,18,22,1,0,4/27/2022,Bergen,12/12/2022
CareOne at Teaneck,Teaneck,51,41,1,0,4/26/2022,Bergen,3/15/2023
Jewish Home at River Vale,River Vale,1,3,0,0,4/26/2022,Bergen,6/22/2022
Sunrise of Woodcliff Lakes,Woodcliff Lake,18,7,0,0,4/25/2022,Bergen,6/30/2022
Sunrise of Cresskill,Cresskill,35,17,1,0,4/23/2022,Bergen,7/28/2022
Dellridge Health and Rehabilitation Center,Paramus,13,7,0,0,4/20/2022,Bergen,6/15/2022
Juniper Village at Paramus,Paramus,1,0,0,0,4/18/2022,Bergen,5/23/2022
CareOne at Ridgewood,Paramus,126,85,6,0,4/14/2022,Bergen,7/5/2023
The Actors Fund Home,Englewood,6,5,0,0,4/13/2022,Bergen,6/10/2022
Paramus Veterans Memorial Home,Paramus,84,142,7,0,4/11/2022,Bergen,4/12/2023
Bergen New Bridge Medical Center,Paramus,203,79,5,0,4/4/2022,Bergen,4/5/2023
Harmony Village at CareOne Paramus,Paramus,3,0,0,0,3/31/2022,Bergen,4/29/2022
Family of Caring at Ridgewood,Village of Ridgewood,33,23,2,0,3/31/2022,Bergen,7/7/2022
CareOne at the Cupola,Paramus,42,34,0,0,3/25/2022,Bergen,2/15/2023
Bristal at Woodcliff Lake,Woodcliff Lake,78,52,2,0,3/24/2022,Bergen,3/23/2023
The Residence at Park Ridge (formerly Family of Caring Assisted Living),Park Ridge,1,0,0,0,3/21/2022,Bergen,4/18/2022
Dellridge Health and Rehabilitation Center §,Paramus,2,1,0,0,3/17/2022,Bergen,4/26/2022
The Bristal of Waldwick,Waldwick,2,0,0,0,3/15/2022,Bergen,4/19/2022
Complete Care at Prospect Heights,Hackensack,4,8,0,0,3/14/2022,Bergen,5/2/2022
Allendale Nursing Home,Allendale,1,0,0,0,3/9/2022,Bergen,4/5/2022
Mill Gardens at Midland Park,Midland Park,1,1,0,0,3/4/2022,Bergen,4/1/2022
CareOne at Cresskill,Cresskill,5,3,0,0,3/2/2022,Bergen,4/26/2022
Alaris Health at the Chateau,Rochelle Park,0,3,0,0,2/16/2022,Bergen,4/7/2022
Christian Center - Longview,Wyckoff Twp,3,0,0,0,2/14/2022,Bergen,3/14/2022
Atlas Healthcare at Maywood (formerly Maywood Center),Maywood,5,5,0,0,2/12/2022,Bergen,7/11/2022
Christian Center - Southgate,Wyckoff Twp,1,0,0,0,1/12/2022,Bergen,2/10/2022
Brookdale Emerson,Emerson Boro,11,9,0,0,1/11/2022,Bergen,2/28/2022
Fox Trail Memory Care Living at Mahwah,Mahwah,1,3,0,0,1/8/2022,Bergen,3/15/2022
Ridgewood Center §,Village of Ridgewood,13,16,0,0,1/7/2022,Bergen,3/17/2022
Christian Center - Heritage Manor East,Wyckoff Twp,5,0,0,0,1/5/2022,Bergen,2/22/2022
Five Star Premier Residence of Teaneck,Teaneck,10,14,0,0,1/4/2022,Bergen,2/25/2022
CareOne at New Milford §,New Milford,40,45,0,0,1/2/2022,Bergen,4/21/2022
Christian Center - Longview,Wyckoff Twp,6,0,0,0,1/2/2022,Bergen,2/7/2022
Fox Trail Memory Care Living Park Ridge,Park Ridge,2,4,0,0,1/2/2022,Bergen,2/10/2022
Christian Center - Heritage Manor West,Wyckoff Twp,9,0,1,0,12/31/2021,Bergen,4/27/2022
Allegro Harrington Park,Harrington Park,7,26,0,0,12/30/2021,Bergen,2/22/2022
Family of Caring at Ridgewood,Village of Ridgewood,15,25,0,0,12/30/2021,Bergen,3/21/2022
Woodcliff Lake Health & Rehab Center §,Woodcliff Lake,11,21,1,0,12/30/2021,Bergen,4/6/2022
Sunrise of Cresskill,Cresskill,12,23,0,0,12/29/2021,Bergen,4/7/2022
Allendale Nursing Home,Allendale,26,6,0,0,12/29/2021,Bergen,3/9/2022
CareOne at the Cupola,Paramus,17,20,0,0,12/29/2021,Bergen,3/7/2022
Complete Care at Inglemoor (formerly Inglemoor Center),Englewood,22,13,0,0,12/28/2021,Bergen,2/15/2022
The Bristal of Waldwick §,Waldwick,14,13,1,0,12/28/2021,Bergen,3/24/2022
CareOne at Cresskill,Cresskill,17,6,0,0,12/28/2021,Bergen,2/17/2022
CareOne at Ridgewood,Paramus,28,32,1,0,12/28/2021,Bergen,3/21/2022
The Residence at Park Ridge (formerly Family of Caring Assisted Living),Park Ridge,9,10,0,0,12/27/2021,Bergen,3/2/2022
CareOne at Oradell,Oradell,30,29,1,0,12/27/2021,Bergen,3/2/2022
Brighton Gardens of Saddle River,Saddle River,7,17,0,0,12/27/2021,Bergen,2/25/2022
Brandywine Assisted Living- Mahwah,Mahwah,5,9,0,0,12/27/2021,Bergen,3/17/2022
Buckingham at Norwood,Norwood,12,13,0,0,12/27/2021,Bergen,2/22/2022
Sunrise of Edgewater,Edgewater,22,10,1,0,12/27/2021,Bergen,3/1/2022
Arbor Terraces at Norwood (formerly Atria Norwood),Norwood,5,11,1,0,12/27/2021,Bergen,2/24/2022
The Bristal at Englewood,Englewood,13,29,0,0,12/25/2021,Bergen,3/7/2022
Maple Glen Center - Genesis Healthcare,Fair Lawn,3,31,0,0,12/25/2021,Bergen,3/17/2022
Sunrise of Franklin Lakes,Franklin Lakes,0,10,0,0,12/24/2021,Bergen,2/23/2022
Harmony Village at CareOne Paramus,Paramus,4,30,0,0,12/24/2021,Bergen,2/25/2022
Mill Gardens at Midland Park,Midland Park,10,22,2,0,12/22/2021,Bergen,2/22/2022
Complete Care at Prospect Heights §,Hackensack,7,32,0,0,12/22/2021,Bergen,3/15/2022
Brightside Manor at Teaneck,Teaneck,18,12,0,0,12/21/2021,Bergen,2/11/2022
Family of Caring Atrium Post Acute Care of Parkridge (formerly Spring Hills Atrium Post Acute Care Park Ridge),Park Ridge,12,31,0,0,12/21/2021,Bergen,3/17/2022
Complete Care Regent,Hackensack,15,50,0,0,12/20/2021,Bergen,3/10/2022
Oakland Rehabilitation Center and Healthare Center,Oakland,41,34,0,0,12/20/2021,Bergen,3/2/2022
Sunrise of Woodcliff Lakes §,Woodcliff Lake,0,17,0,0,12/20/2021,Bergen,3/4/2022
CareOne at Valley,Westwood,29,24,0,0,12/20/2021,Bergen,3/30/2022
Bristal at Woodcliff Lake,Woodcliff Lake,18,35,0,0,12/17/2021,Bergen,2/22/2022
The Actors Fund Home,Englewood,14,16,0,0,12/16/2021,Bergen,2/27/2022
CareOne at Wellington,Hackensack,43,43,0,0,12/16/2021,Bergen,3/17/2022
Brightview Tenafly,Tenafly,10,18,1,0,12/15/2021,Bergen,3/21/2022
Dellridge Health and Rehabilitation Center,Paramus,21,29,3,0,12/14/2021,Bergen,2/22/2022
CareOne at Teaneck,Teaneck,30,28,2,0,12/13/2021,Bergen,2/28/2022
Jewish Home at Rockleigh,Rockleigh,5,49,0,0,12/12/2021,Bergen,3/2/2022
Emerson Health and Rehabilitation Center,Emerson Boro,20,29,4,0,12/10/2021,Bergen,2/28/2022
Family of Caring Teaneck (formerly Teaneck Nursing Center),Teaneck,43,23,0,0,12/10/2021,Bergen,3/31/2022
Paramus Veterans Memorial Home §,Paramus,55,123,3,0,12/10/2021,Bergen,3/3/2022
Jewish Home at River Vale,River Vale,17,11,0,0,12/10/2021,Bergen,2/11/2022
Bergen New Bridge Medical Center,Paramus,47,73,2,0,12/9/2021,Bergen,4/1/2022
The Actors Fund Home (Assisted Living),Englewood,1,4,0,0,12/9/2021,Bergen,2/11/2022
Sunrise Assisted Living of Paramus,Paramus,6,15,0,0,12/7/2021,Bergen,3/16/2022
Atlas Healthcare at Maywood (formerly Maywood Center) §,Maywood,45,33,4,0,12/6/2021,Bergen,2/22/2022
Brightview Paramus,Paramus,27,34,2,0,12/3/2021,Bergen,3/29/2022
Alaris Health at the Chateau §,Rochelle Park,19,31,0,0,11/22/2021,Bergen,2/23/2022
Family of Caring at Tenafly (formerly County Manor Rehabilitation and Healthcare),Tenafly,16,22,2,0,11/16/2021,Bergen,3/14/2022
Maple Glen Center - Genesis Healthcare §,Fair Lawn,6,2,0,0,11/15/2021,Bergen,12/21/2021
Brandywine Assisted Living- Mahwah,Mahwah,0,2,0,0,11/13/2021,Bergen,12/15/2021
CareOne at the Cupola,Paramus,1,0,0,0,11/8/2021,Bergen,12/8/2021
Juniper Village at Paramus,Paramus,24,12,0,0,11/2/2021,Bergen,3/2/2022
Brighton Gardens of Saddle River,Saddle River,1,0,0,0,10/18/2021,Bergen,11/16/2021
Oakland Rehabilitation Center and Healthare Center,Oakland,5,1,1,0,10/17/2021,Bergen,11/26/2021
The Bristal at Englewood §,Englewood,2,0,1,0,10/13/2021,Bergen,11/15/2021
CareOne at Teaneck,Teaneck,1,0,0,0,10/12/2021,Bergen,11/12/2021
Christian Center - Heritage Manor West,Wyckoff Twp,5,1,0,0,10/10/2021,Bergen,11/15/2021
Complete Care Regent,Hackensack,2,2,0,0,10/4/2021,Bergen,11/17/2021
Bristal at Woodcliff Lake,Woodcliff Lake,0,2,0,0,9/21/2021,Bergen,10/28/2021
Bergen New Bridge Medical Center,Paramus,3,3,0,0,9/20/2021,Bergen,11/23/2021
The Bristal at Englewood,Englewood,0,3,0,0,9/16/2021,Bergen,9/29/2021
CareOne at the Cupola,Paramus,1,1,0,0,9/13/2021,Bergen,10/20/2021
Sunrise of Cresskill,Cresskill,0,2,0,0,9/10/2021,Bergen,10/13/2021
Dellridge Health and Rehabilitation Center,Paramus,3,1,0,0,9/10/2021,Bergen,10/25/2021
CareOne at Cresskill,Cresskill,2,0,0,0,9/3/2021,Bergen,10/5/2021
Emerson Health and Rehabilitation Center,Emerson Boro,1,0,0,0,8/31/2021,Bergen,9/13/2021
Family of Caring at Ridgewood,Village of Ridgewood,1,0,0,0,8/30/2021,Bergen,9/24/2021
Complete Care at Prospect Heights,Hackensack,1,3,0,0,8/25/2021,Bergen,10/12/2021
Brandywine Assisted Living- Mahwah,Mahwah,4,0,2,0,8/19/2021,Bergen,10/27/2021
Sunrise of Woodcliff Lakes,Woodcliff Lake,13,1,1,0,8/19/2021,Bergen,10/18/2021
Dellridge Health and Rehabilitation Center §,Paramus,0,0,0,0,8/13/2021,Bergen,9/14/2021
Brightview Tenafly,Tenafly,7,0,0,0,8/11/2021,Bergen,9/24/2021
Allendale Nursing Home,Allendale,0,3,0,0,8/9/2021,Bergen,9/13/2021
Christian Center - Heritage Manor West,Wyckoff Twp,1,3,0,0,8/9/2021,Bergen,10/6/2021
Brightview Paramus,Paramus,1,1,1,0,8/5/2021,Bergen,9/9/2021
Paramus Veterans Memorial Home,Paramus,0,11,0,0,8/2/2021,Bergen,11/3/2021
Family of Caring Atrium Post Acute Care of Parkridge (formerly Spring Hills Atrium Post Acute Care Park Ridge),Park Ridge,0,2,0,0,7/27/2021,Bergen,9/13/2021
